0, 0.3759082, 0.4585983, 0.37345466, 0.39165023, 0.4244232, 0.49853668, 0.23981987, 0.40350306, 0.418879, 0.47278565, 0.4023715, 0.24854715, 0.3533463, 0.26062974, 0.39545998, 0.37433434, 0.3111884, 0.30760974, 0.40634546, 0.31566226
1, 0.3939754, 0.4585983, 0.37345466, 0.39165023, 0.4267021, 0.49853668, 0.24284698, 0.41365144, 0.418879, 0.4743287, 0.4051943, 0.2517501, 0.3533463, 0.263363, 0.4153072, 0.38536668, 0.3111884, 0.31302026, 0.4134114, 0.32724893
2, 0.3939754, 0.4585983, 0.37345466, 0.39165023, 0.4267021, 0.49853668, 0.24284698, 0.41365144, 0.418879, 0.4743287, 0.4051943, 0.2517501, 0.3554644, 0.263363, 0.4153072, 0.38536668, 0.3111884, 0.31302026, 0.43155858, 0.32724893
3, 0.3939754, 0.4585983, 0.37345466, 0.39165023, 0.4267021, 0.49853668, 0.24284698, 0.41365144, 0.42554006, 0.47864646, 0.4051943, 0.25221813, 0.3554644, 0.263363, 0.4153072, 0.38536668, 0.3111884, 0.31302026, 0.43155858, 0.32977307
4, 0.39403114, 0.4585983, 0.37345466, 0.399825, 0.4267021, 0.49853668, 0.24284698, 0.41365144, 0.42554006, 0.47864646, 0.4051943, 0.25221813, 0.3554644, 0.263363, 0.4153072, 0.38831097, 0.31514245, 0.31962577, 0.43174648, 0.32977307
5, 0.40481693, 0.45900047, 0.37345466, 0.399825, 0.4267021, 0.5014624, 0.24524233, 0.41365144, 0.42554006, 0.47864646, 0.41162193, 0.2538707, 0.36078918, 0.263363, 0.4153072, 0.38831097, 0.31514245, 0.31962577, 0.43174648, 0.32977307
6, 0.40481693, 0.45900047, 0.37345466, 0.399825, 0.4267021, 0.5014624, 0.24609564, 0.41365144, 0.42554006, 0.47864646, 0.41162193, 0.2538707, 0.36078918, 0.263363, 0.4153072, 0.38831097, 0.31514245, 0.31962577, 0.43174648, 0.32977307
7, 0.40481693, 0.45900047, 0.37345466, 0.399825, 0.4267021, 0.5014624, 0.24690333, 0.41365144, 0.42554006, 0.47864646, 0.41256705, 0.2538707, 0.36078918, 0.263363, 0.4153072, 0.38831097, 0.31514245, 0.31962577, 0.43174648, 0.33450466
8, 0.40481693, 0.45900047, 0.37345466, 0.399825, 0.4267021, 0.5014624, 0.24690333, 0.41365144, 0.43070155, 0.4836585, 0.4126963, 0.2538707, 0.36078918, 0.263363, 0.4153072, 0.39052927, 0.31514245, 0.31962577, 0.43174648, 0.33450466
9, 0.40481693, 0.45900047, 0.37345466, 0.399825, 0.4267021, 0.5014624, 0.24690333, 0.41365144, 0.43070155, 0.4836585, 0.4126963, 0.25902924, 0.36078918, 0.263363, 0.4153072, 0.39052927, 0.31514245, 0.31962577, 0.43174648, 0.33561707
10, 0.40481693, 0.45900047, 0.37345466, 0.399825, 0.4267021, 0.5014624, 0.24690333, 0.41365144, 0.43070155, 0.4836585, 0.4126963, 0.25902924, 0.36078918, 0.263363, 0.4153072, 0.39052927, 0.31514245, 0.31962577, 0.43174648, 0.33561707
11, 0.40481693, 0.45900047, 0.37345466, 0.399825, 0.4267021, 0.5014624, 0.24992488, 0.41365144, 0.43070155, 0.4836585, 0.4126963, 0.25902924, 0.36078918, 0.263363, 0.4153072, 0.39052927, 0.31514245, 0.32082078, 0.43174648, 0.33561707
12, 0.40481693, 0.45900047, 0.37345466, 0.399825, 0.4267021, 0.5014624, 0.24992488, 0.41365144, 0.43070155, 0.48371738, 0.4126963, 0.25902924, 0.36548713, 0.263363, 0.4153072, 0.39052927, 0.31514245, 0.32082078, 0.43174648, 0.33561707
13, 0.40746522, 0.45900047, 0.37345466, 0.399825, 0.4267021, 0.5014624, 0.24992488, 0.41365144, 0.43070155, 0.48371738, 0.4193325, 0.25902924, 0.36548713, 0.263363, 0.4153072, 0.39052927, 0.31514245, 0.32082078, 0.43174648, 0.33561707
14, 0.40746522, 0.45900047, 0.37345466, 0.399825, 0.4267021, 0.5014624, 0.24992488, 0.41365144, 0.43070155, 0.48371738, 0.4193325, 0.25902924, 0.36884177, 0.263363, 0.4153072, 0.39052927, 0.32008523, 0.3215993, 0.43174648, 0.34050152
