0, -0.010381151, 0.01694019, -0.02813722, 0.0076808347, 0.007602562, 0.088941656, 0.0108811, -0.03591647, 0.005243766, 0.009699809
1, -0.010381151, 0.024021769, -0.02813722, 0.015019892, 0.007602562, 0.088941656, 0.0108811, -0.008638994, 0.027316514, 0.009699809
2, -0.010381151, 0.024021769, -0.02813722, 0.015019892, 0.007602562, 0.088941656, 0.0108811, -0.008638994, 0.027316514, 0.009699809
3, -0.010381151, 0.025108984, -0.02813722, 0.015019892, 0.015933115, 0.088941656, 0.0108811, -0.008638994, 0.027316514, 0.009699809
4, -0.0023899432, 0.025108984, -0.02813722, 0.015019892, 0.025416734, 0.088941656, 0.0108811, -0.008638994, 0.027316514, 0.014775333
5, -0.0023899432, 0.025108984, -0.02813722, 0.016233254, 0.025416734, 0.09515144, 0.011630723, 0.003757761, 0.027316514, 0.014775333
6, 0.002884908, 0.025108984, -0.007696643, 0.03456659, 0.025416734, 0.09515144, 0.01828014, 0.003757761, 0.027316514, 0.014775333
7, 0.005075691, 0.025108984, -0.0068746265, 0.03456659, 0.025416734, 0.09515144, 0.01828014, 0.003757761, 0.027316514, 0.014775333
8, 0.005075691, 0.025108984, -0.0068746265, 0.03456659, 0.025416734, 0.09515144, 0.01828014, 0.003757761, 0.027316514, 0.014775333
9, 0.005075691, 0.025108984, -0.0068746265, 0.03456659, 0.025416734, 0.09515144, 0.029686088, 0.016720897, 0.027316514, 0.014775333
10, 0.005075691, 0.025108984, -0.0068746265, 0.03456659, 0.025416734, 0.09515144, 0.05686455, 0.016720897, 0.027316514, 0.014775333
11, 0.005075691, 0.025108984, -0.0068746265, 0.03456659, 0.025416734, 0.09515144, 0.05686455, 0.016720897, 0.027316514, 0.014775333
12, 0.005075691, 0.025108984, -0.0068746265, 0.03456659, 0.025416734, 0.09515144, 0.05686455, 0.016720897, 0.027316514, 0.014775333
13, 0.005075691, 0.027516786, -0.0068746265, 0.03456659, 0.025416734, 0.09515144, 0.05686455, 0.016720897, 0.027316514, 0.014775333
14, 0.005075691, 0.027516786, -0.0068746265, 0.03456659, 0.0436298, 0.09515144, 0.05686455, 0.016720897, 0.045965705, 0.014775333
15, 0.005075691, 0.027516786, -0.0068746265, 0.03456659, 0.0436298, 0.09515144, 0.05686455, 0.016720897, 0.045965705, 0.014775333
16, 0.009096864, 0.027516786, -0.0068746265, 0.03456659, 0.0436298, 0.09515144, 0.05686455, 0.016720897, 0.045965705, 0.014775333
17, 0.009096864, 0.027516786, -0.0068746265, 0.03456659, 0.0436298, 0.09515144, 0.05686455, 0.016720897, 0.045965705, 0.014775333
18, 0.009096864, 0.04218593, -0.0068746265, 0.03456659, 0.0436298, 0.09515144, 0.05686455, 0.016720897, 0.045965705, 0.014775333
19, 0.009096864, 0.04218593, -0.0068746265, 0.03456659, 0.0436298, 0.09515144, 0.05686455, 0.016720897, 0.045965705, 0.014775333
20, 0.06739064, 0.026795065, -0.0033722187, -0.02073351, 0.07976492, 0.03380589, 1.6720247E-4, 0.0148975905, 0.037318602, 0.016511621
21, 0.06739064, 0.04429983, 0.013952552, -0.015185368, 0.07976492, 0.03380589, 0.01427142, 0.025724255, 0.065672114, 0.016511621
22, 0.06739064, 0.04429983, 0.013952552, 0.016054664, 0.07976492, 0.03380589, 0.01427142, 0.025724255, 0.065672114, 0.039968107
23, 0.080106854, 0.04429983, 0.013952552, 0.016054664, 0.0968812, 0.03380589, 0.01427142, 0.027696883, 0.065672114, 0.039968107
